Year,Month,ArtistScore,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,target
2003,3,0,0.573,0.909,10,-7.894,0,0.0516,0.00418,0.00333,0.0825,0.517,108.27,0
2009,3,1,0.526,0.882,9,-4.006,1,0.0509,0.0014,0,0.144,0.424,144.982,0
1992,11,1,0.54,0.401,0,-10.499,1,0.0364,0.576,0,0.164,0.24,152.974,1
1990,1,0,0.776,0.83,0,-9.532,1,0.0812,0.0269,0.00267,0.0416,0.792,113.624,1
2004,1,0,0.586,0.619,1,-6.116,1,0.199,0.00408,0,0.134,0.326,120.125,1
1996,1,0,0.665,0.312,0,-18.015,0,0.0634,0.557,0.44,0.0829,0.727,126.058,0
2002,1,0,0.57,0.697,11,-7.303,0,0.0522,0.366,0,0.507,0.545,123.995,1
2003,1,0,0.768,0.813,6,-1.418,0,0.189,0.252,0,0.0839,0.918,88.023,0
1995,10,0,0.394,0.974,6,-10.829,0,0.158,0.866,0.562,0.241,0.0334,99.656,0
1997,1,0,0.481,0.82,2,-6.167,1,0.038,0.0152,0.000336,0.108,0.317,142.842,0
1991,11,1,0.862,0.595,5,-4.655,1,0.121,0.0152,0.000343,0.104,0.502,103.168,1
2007,6,0,0.741,0.713,7,-11.583,1,0.262,0.0014,2.34E-06,0.386,0.515,118.126,0
2017,5,0,0.74,0.41,11,-10.718,0,0.269,0.4,1.23E-05,0.366,0.65,80.036,0
2010,11,1,0.545,0.522,2,-9.241,1,0.0341,0.422,0,0.119,0.446,164.869,1
2005,4,0,0.662,0.625,5,-8.104,1,0.0512,0.075,2.66E-05,0.613,0.586,90.534,0
2006,1,0,0.431,0.765,0,-4.656,1,0.0489,0.0287,0,0.178,0.565,187.68,1
2002,1,0,0.598,0.965,5,-6.7,1,0.0452,0.00961,0.662,0.146,0.402,90.017,0
2003,3,1,0.566,0.912,11,-4.198,1,0.0629,0.00051,0,0.215,0.644,134.994,1
1994,1,0,0.474,0.313,10,-10.521,1,0.0287,0.749,0.000901,0.145,0.0692,139.734,1
1992,11,0,0.166,0.771,8,-6.862,1,0.0548,0.000349,0.824,0.0646,0.162,128.071,0
1998,1,0,0.69,0.564,6,-11.13,0,0.0307,0.296,0.747,0.278,0.64,93.908,0
2018,8,1,0.707,0.314,6,-10.115,0,0.747,0.977,0,0.109,0.602,104.014,0
2006,2,0,0.36,0.838,1,-6.601,1,0.0491,0.00067,0.0749,0.0618,0.274,133.995,0
1998,1,0,0.64,0.653,6,-10.349,0,0.0872,0.0484,5.11E-05,0.22,0.548,174.005,0
2004,1,0,0.498,0.89,7,-3.935,1,0.0292,0.000683,0.0476,0.562,0.518,145.168,0
1990,1,0,0.412,0.376,4,-11.789,1,0.029,0.609,0.00223,0.11,0.153,69.064,1
2008,9,0,0.574,0.481,1,-12.306,1,0.0353,0.0717,0.0003,0.113,0.228,81.582,1
2009,1,0,0.683,0.657,0,-4.367,0,0.0473,0.224,0,0.251,0.963,155.988,1
1997,4,0,0.259,0.944,7,-5.16,1,0.0677,0.00042,0,0.253,0.624,118.437,0
1997,1,0,0.707,0.852,4,-7.364,1,0.0481,0.0655,1.42E-06,0.567,0.86,100.804,1
2003,8,0,0.442,0.83,7,-5.978,1,0.0478,0.0275,0,0.218,0.506,125.554,0
2006,1,0,0.797,0.586,4,-6.98,0,0.269,0.0263,5.44E-05,0.123,0.768,157.151,1
2009,6,0,0.316,0.57,7,-13.286,1,0.112,0.427,0.888,0.723,0.626,81.01,0
2018,2,0,0.368,0.979,4,-4.381,0,0.137,0.0478,0.593,0.345,0.152,128.959,0
1993,11,0,0.675,0.659,9,-8.787,0,0.95,0.706,0,0.113,0.172,79.457,1
2012,2,0,0.275,0.892,6,-5.487,1,0.156,2.40E-05,0.0213,0.193,0.234,99.517,0
2001,7,0,0.863,0.62,1,-8.356,0,0.0565,0.0315,0.317,0.364,0.221,111.014,0
1995,11,1,0.918,0.36,5,-9.952,0,0.275,0.029,0,0.0799,0.243,91.959,1
2005,1,0,0.269,0.169,8,-15.746,1,0.0368,0.965,0.876,0.112,0.28,158.971,0
2005,4,0,0.484,0.59,4,-8.617,0,0.135,0.117,1.79E-06,0.886,0.499,84.009,0
2006,4,1,0.55,0.205,0,-11.409,1,0.0279,0.762,0.00943,0.112,0.316,109.396,0
2001,10,1,0.706,0.685,11,-3.669,1,0.0837,0.56,0,0.22,0.444,117.448,0
1998,1,0,0.602,0.473,1,-12.794,0,0.0511,0.0587,2.37E-05,0.311,0.327,160.1,0
2013,3,0,0.397,0.214,2,-14.417,0,0.0384,0.845,0.000657,0.28,0.252,101.518,1
2009,9,1,0.591,0.388,5,-8.069,1,0.0267,0.653,0.000214,0.167,0.122,105.977,1
2007,4,0,0.588,0.523,7,-5.971,1,0.0276,0.343,0.157,0.17,0.195,135.025,0
2006,1,0,0.539,0.857,11,-5.924,1,0.0455,0.0518,0.00119,0.128,0.209,144.129,1
2008,1,0,0.762,0.833,9,-6.269,0,0.0414,0.000161,0.614,0.179,0.625,134.461,0
2006,12,0,0.245,0.836,10,-5.264,1,0.0625,6.60E-06,0.576,0.526,0.219,93.03,0
2015,7,0,0.669,0.679,0,-7.894,1,0.0481,0.241,1.17E-05,0.681,0.862,103.434,0
2009,1,0,0.672,0.777,1,-5.697,1,0.0269,0.0612,0.000841,0.0947,0.606,124.013,0
1996,7,0,0.571,0.87,5,-5.747,1,0.0366,0.000417,0.00109,0.13,0.522,135.789,1
2003,3,0,0.745,0.655,1,-6.643,0,0.0416,0.00636,0.265,0.138,0.568,133.015,0
1996,1,0,0.699,0.252,4,-14.63,1,0.0714,0.784,3.83E-05,0.0853,0.793,184.739,0
2000,10,1,0.599,0.932,9,-3.328,1,0.18,0.00506,0,0.269,0.692,96.234,1
1991,10,0,0.473,0.742,0,-6.056,1,0.0342,3.36E-05,0.00248,0.183,0.244,130.977,0
2001,1,0,0.579,0.647,9,-7.744,1,0.0295,0.137,3.75E-05,0.0665,0.425,97.679,0
1999,1,0,0.579,0.61,7,-8.358,1,0.0326,0.658,0.00527,0.12,0.786,165.611,0
2014,6,0,0.413,0.22,7,-26.142,1,0.0551,0.636,0.893,0.11,0.0346,117.594,0
2009,9,0,0.857,0.691,4,-4.323,1,0.0324,0.165,0.000177,0.0936,0.964,93.048,0
2009,12,1,0.41,0.743,5,-6.356,0,0.0591,0.0416,0,0.113,0.417,176.048,1
2009,9,0,0.489,0.561,4,-7.933,1,0.0274,0.2,4.56E-05,0.179,0.238,83.457,1
2007,1,1,0.247,0.574,2,-5.855,1,0.0961,0.00103,1.68E-05,0.137,0.446,168.291,0
2007,3,0,0.538,0.801,9,-9.429,1,0.0319,0.0505,0,0.0926,0.692,145.953,0
2004,7,0,0.202,0.895,6,-6.822,0,0.0874,0.000113,0.0569,0.131,0.419,142.454,0
2007,1,0,0.459,0.884,10,-5.005,0,0.0644,0.00539,0,0.107,0.615,154.868,1
1995,7,1,0.407,0.525,11,-12.725,0,0.166,0.381,0.000452,0.0816,0.329,74.34,1
2006,10,1,0.618,0.781,4,-7.707,0,0.0308,0.00123,0.832,0.492,0.638,130.01,0
1991,1,0,0.847,0.684,10,-12.048,0,0.248,0.0403,0,0.0781,0.688,101.277,1
2008,1,0,0.22,0.128,1,-28.897,0,0.04,0.435,0.753,0.847,0.0379,87.362,0
2005,9,1,0.242,0.831,1,-5.556,1,0.0835,0.0242,0,0.257,0.623,190.078,1
2013,12,0,0.392,0.991,2,-2.268,1,0.544,0.908,0,0.928,0.707,83.99,0
1992,7,0,0.854,0.71,4,-6.32,0,0.0793,0.0113,8.72E-05,0.166,0.818,106.894,1
2004,11,0,0.554,0.864,9,-5.062,1,0.0394,0.00605,0,0.132,0.299,112.523,1
2008,1,1,0.678,0.686,1,-7.327,1,0.0363,0.135,0,0.187,0.561,114.032,0
2005,3,0,0.512,0.946,6,-3.854,0,0.0393,4.03E-05,0.00696,0.326,0.429,106.038,0
1999,11,0,0.881,0.83,7,-4.563,1,0.172,0.0144,0.00771,0.0626,0.765,98.793,1
2009,5,1,0.724,0.685,5,-4.413,0,0.0768,0.266,0,0.0771,0.524,132.09,0
2009,6,1,0.493,0.808,5,-3.365,0,0.0362,0.000235,0,0.0983,0.38,117.971,1
1995,1,0,0.562,0.799,7,-8.958,1,0.0463,0.095,2.25E-05,0.217,0.425,88.032,1
2003,5,0,0.584,0.827,4,-5.43,0,0.0657,0.0645,1.91E-05,0.56,0.657,84.787,1
2004,11,0,0.505,0.795,2,-6.283,1,0.434,0.453,0,0.0998,0.734,89.669,1
2004,5,0,0.548,0.291,9,-18.197,1,0.0793,0.835,0.921,0.117,0.467,98.932,0
1993,10,1,0.603,0.394,10,-10.02,1,0.0288,0.551,3.98E-05,0.104,0.239,134.083,1
2004,1,0,0.244,0.0409,1,-20.22,1,0.0446,0.575,0.697,0.111,0.0393,116.396,0
1996,9,0,0.554,0.58,11,-8.05,0,0.0322,0.344,0.00842,0.0989,0.402,167.83,1
1993,1,0,0.554,0.108,2,-24.099,1,0.0708,0.965,0.903,0.112,0.135,62.845,0
1996,3,0,0.753,0.471,0,-10.48,1,0.0317,0.0805,0.0299,0.131,0.778,96.038,1
1993,3,0,0.628,0.801,4,-7.926,1,0.0282,0.000479,0.0897,0.396,0.843,125.954,1
1993,1,0,0.205,0.383,4,-19.714,1,0.0649,0.281,0.915,0.107,0.0365,130.655,0
1998,10,0,0.8,0.916,9,-2.772,1,0.0646,0.4,0,0.181,0.894,136.916,0
1995,7,0,0.576,0.486,5,-7.694,1,0.0551,0.332,0,0.147,0.442,135.907,0
2009,1,0,0.422,0.841,8,-4.829,1,0.0406,2.85E-05,0.000446,0.0621,0.513,97.063,0
2001,6,0,0.785,0.539,7,-8.23,1,0.0505,0.0134,8.61E-06,0.0528,0.721,137.999,1
2003,1,0,0.262,0.4,2,-20.736,1,0.0416,0.878,0.807,0.109,0.0574,98.204,0
2010,7,0,0.659,0.565,2,-13.853,1,0.125,0.0058,0.000169,0.0302,0.886,152.938,0
2009,5,0,0.589,0.856,1,-5.079,1,0.252,0.279,2.06E-06,0.12,0.47,88.703,0
2002,9,0,0.534,0.888,8,-4.667,0,0.0972,0.00128,6.15E-06,0.0772,0.582,158.368,1
2015,6,1,0.463,0.819,4,-7.662,1,0.0357,0.212,0.000268,0.0599,0.591,183.998,1
2010,11,1,0.557,0.856,7,-5.294,1,0.0687,0.0882,0.0326,0.681,0.846,133.527,1
2008,9,0,0.529,0.659,7,-5.318,1,0.0629,0.0232,0,0.114,0.36,138.196,1
2009,8,0,0.561,0.626,8,-6.69,1,0.0439,0.142,0.11,0.0879,0.857,140.291,0
1991,8,0,0.579,0.824,6,-8.71,0,0.03,0.00206,0.00903,0.059,0.635,123.331,1
2002,7,0,0.37,0.663,0,-7.684,1,0.0347,0.014,0.0286,0.171,0.411,180.404,0
1990,1,0,0.367,0.429,6,-9.471,1,0.0334,0.213,6.72E-06,0.0946,0.194,157.812,1
2006,12,0,0.645,0.647,4,-6.194,0,0.0342,0.0504,6.90E-05,0.0672,0.605,77.999,0
2009,11,0,0.311,0.637,7,-6.303,1,0.0347,0.175,0,0.483,0.102,160.745,1
2007,9,0,0.764,0.629,0,-7.157,1,0.0272,0.0246,0.534,0.132,0.455,108,0
2018,12,0,0.577,0.233,11,-10.31,1,0.0373,0.943,0.0035,0.105,0.478,84.506,0
2003,1,0,0.0671,0.103,4,-18.351,0,0.0429,0.955,0.91,0.0888,0.0359,71.908,0
2008,5,0,0.267,0.941,8,-3.698,1,0.0705,0.00259,5.88E-05,0.107,0.377,132.66,0
2004,10,0,0.815,0.772,9,-5.042,0,0.0352,0.268,0,0.221,0.839,104.011,0
2004,4,1,0.644,0.626,0,-7.243,1,0.0258,0.367,5.78E-06,0.155,0.388,128.029,1
2001,1,0,0.64,0.963,11,-6.084,0,0.116,0.000107,0.0792,0.0633,0.487,98.664,0
2009,11,0,0.23,0.152,8,-13.992,1,0.0353,0.911,0.00493,0.122,0.116,89.475,1
2011,7,0,0.645,0.322,2,-6.693,1,0.47,0.984,0.000589,0.227,0.889,99.853,0
2015,7,0,0.23,0.161,0,-12.242,1,0.041,0.682,0.666,0.0901,0.201,211.092,0
1999,6,0,0.637,0.759,3,-6.389,0,0.0305,0.0504,0,0.0642,0.741,93.898,1
2008,5,0,0.893,0.57,1,-13.036,1,0.277,0.00248,0.000405,0.0587,0.63,92.662,0
2003,5,0,0.637,0.528,1,-5.953,0,0.025,0.257,1.62E-05,0.111,0.289,89.755,0
2002,1,0,0.5,0.827,5,-5.086,0,0.0589,0.00374,0.000135,0.15,0.715,173.38,0
1998,1,0,0.905,0.806,9,-3.799,1,0.224,0.133,0,0.122,0.747,90.533,1
1990,1,0,0.657,0.76,4,-8.613,1,0.0298,0.171,0.00551,0.224,0.71,107.872,1
2007,10,0,0.667,0.897,1,-4.031,0,0.258,0.0818,0,0.0788,0.856,97.613,0
2008,1,0,0.708,0.938,4,-3.954,0,0.0566,0.0554,0.00234,0.104,0.413,119.997,0
2001,6,0,0.835,0.547,6,-7.69,0,0.0515,0.155,0.000291,0.0579,0.759,124.561,1
2004,1,0,0.534,0.802,1,-7.335,1,0.0657,0.218,4.48E-06,0.136,0.645,81.094,0
2007,11,0,0.687,0.465,6,-8.134,0,0.06,0.0363,0.0414,0.0539,0.545,76.807,0
2004,12,0,0.563,0.436,8,-9.327,0,0.0297,0.775,0.000218,0.702,0.361,142.948,0
2018,8,0,0.539,0.902,8,-9.214,1,0.0326,0.00102,0.383,0.213,0.886,127.616,0
2010,1,0,0.44,0.911,7,-4.568,0,0.0779,0.0192,0.0165,0.108,0.128,144.985,0
1999,5,0,0.559,0.639,10,-5.087,1,0.0272,0.0144,1.12E-06,0.14,0.234,75.478,1
2007,4,0,0.711,0.635,5,-7.609,0,0.0328,0.02,0.225,0.357,0.47,123.018,0
1996,1,0,0.737,0.657,4,-10.962,0,0.0284,0.0863,0.0339,0.0953,0.76,131.022,1
1998,10,0,0.567,0.454,0,-10.237,1,0.0318,0.474,5.93E-06,0.185,0.304,87.94,1
1997,10,1,0.873,0.591,7,-8.942,1,0.102,0.0788,0.0071,0.104,0.496,123.091,0
2001,5,0,0.0706,0.0668,4,-26.717,1,0.0487,0.976,0.978,0.108,0.0279,76.312,0
2009,11,1,0.585,0.439,2,-10.066,1,0.0285,0.823,1.92E-06,0.143,0.442,95.036,0
1997,1,0,0.694,0.522,10,-7.818,1,0.0291,0.0818,0,0.102,0.133,119.397,0
2004,1,1,0.549,0.885,1,-4.429,0,0.39,0.124,0,0.0427,0.649,91.551,1
1991,4,0,0.86,0.636,2,-15.511,1,0.145,0.172,4.90E-05,0.368,0.842,128.012,1
2007,2,0,0.762,0.816,1,-7.724,1,0.0685,0.0594,0.859,0.104,0.785,146.993,0
1999,8,0,0.812,0.875,10,-11.115,0,0.0452,0.0202,0.878,0.0613,0.912,113.87,0
1996,1,0,0.275,0.992,2,-3.283,1,0.135,0.00535,0.00342,0.0835,0.468,121.52,0
2009,1,0,0.511,0.33,10,-14.326,1,0.0622,0.0197,0.787,0.138,0.362,143.297,0
2009,1,1,0.409,0.951,6,-2.505,0,0.467,0.0348,0,0.0709,0.422,83.853,1
2001,1,0,0.597,0.837,5,-6.382,1,0.0385,0.000863,0,0.107,0.531,125.971,0
1992,5,0,0.812,0.824,11,-7.702,1,0.0791,0.104,0,0.0603,0.97,157.459,0
2008,1,1,0.841,0.544,6,-7.347,1,0.0309,0.194,2.48E-06,0.108,0.831,115.994,1
2000,3,0,0.9,0.593,10,-6.629,0,0.333,0.0554,0,0.0304,0.633,92.946,1
2015,3,0,0.465,0.708,11,-6.299,0,0.0327,0.0286,1.34E-05,0.108,0.388,97.532,0
2005,1,0,0.682,0.718,7,-8.265,1,0.0368,0.0717,0.787,0.0773,0.908,100.01,0
2007,6,0,0.624,0.706,9,-7.098,1,0.0271,0.00521,0.00995,0.0977,0.403,129.995,0
2002,6,1,0.69,0.8,10,-5.407,0,0.044,0.0749,0,0.0848,0.663,146.147,0
2003,3,0,0.904,0.368,9,-10.659,1,0.138,0.723,0.314,0.087,0.49,123.01,0
1993,1,0,0.699,0.865,11,-7.367,0,0.0569,0.0626,8.44E-05,0.0327,0.811,105.027,1
1990,11,0,0.511,0.864,7,-11.973,1,0.0569,0.00824,3.89E-06,0.291,0.5,144.952,1
2003,9,0,0.37,0.673,0,-5.106,1,0.0961,0.621,0.655,0.0605,0.525,98.346,0
2002,11,0,0.395,0.855,0,-3.001,1,0.0356,0.000125,0.0333,0.16,0.472,130.892,0
1999,3,0,0.688,0.917,2,-7.449,1,0.0314,0.0185,0.00241,0.0712,0.788,123.873,0
1993,10,0,0.695,0.515,1,-9.938,1,0.271,0.000817,0,0.638,0.689,98.871,0
1993,3,0,0.879,0.692,4,-12.958,1,0.352,0.0706,0.00426,0.915,0.804,98.329,1
2001,1,0,0.494,0.817,2,-5.955,1,0.0586,0.000143,0.00577,0.107,0.627,133.787,0
2003,1,0,0.0962,0.262,9,-14.738,0,0.0369,0.825,0.963,0.359,0.0754,67.16,0
2005,1,1,0.876,0.745,11,-3.149,0,0.257,0.0886,0,0.174,0.582,98.009,1
1995,1,0,0.32,0.482,7,-8.982,1,0.0354,0.509,1.37E-06,0.0763,0.289,175.139,0
1993,3,0,0.535,0.702,2,-9.804,0,0.0294,0.0888,8.54E-06,0.302,0.483,93.083,1
2008,1,0,0.219,0.0365,9,-25.514,0,0.0385,0.96,0.186,0.0886,0.0492,113.068,0
2009,1,1,0.577,0.906,8,-3.673,1,0.0583,0.0304,0,0.189,0.692,152.946,1
1997,1,1,0.616,0.762,6,-8.766,1,0.0266,0.018,0.00456,0.0872,0.779,124.637,1
2007,6,0,0.804,0.586,7,-12.546,1,0.0543,0.00667,0.00434,0.0626,0.619,101.865,0
1993,1,0,0.18,0.735,4,-11.375,0,0.0562,4.35E-05,0.796,0.102,0.275,146.462,0
1993,1,1,0.512,0.636,7,-9.602,1,0.0262,0.08,0.000106,0.088,0.499,97.257,1
2017,6,0,0.803,0.955,6,-3.819,0,0.293,0.178,2.41E-05,0.593,0.814,95.289,1
2009,4,0,0.648,0.605,5,-6.882,1,0.028,0.35,0.0315,0.152,0.65,117.063,0
1992,1,0,0.287,0.912,1,-5.553,1,0.0942,0.00743,0.00069,0.0871,0.274,138.871,0
2002,7,1,0.734,0.844,1,-5.261,0,0.407,0.0694,0,0.121,0.797,82.424,0
2005,9,0,0.722,0.861,9,-5.861,1,0.0315,0.158,4.49E-05,0.267,0.914,114.101,0
2004,1,0,0.745,0.858,9,-2.221,1,0.237,0.28,0,0.188,0.547,89.983,1
2008,3,0,0.227,0.971,0,-1.736,1,0.0893,0.00276,0.00155,0.137,0.578,170.649,0
1999,1,1,0.547,0.743,7,-6.353,1,0.0317,0.182,0,0.399,0.437,148.166,1
2011,7,0,0.782,0.542,10,-14.175,0,0.0345,0.0329,0.721,0.11,0.573,132.889,0
2010,1,0,0.555,0.8,0,-4.835,1,0.0776,0.0353,0,0.0783,0.801,174.007,1
1997,1,0,0.368,0.352,10,-10.901,1,0.0298,0.118,1.70E-05,0.302,0.233,106.944,0
2011,1,0,0.73,0.976,9,-9.074,1,0.0697,0.185,7.47E-05,0.535,0.732,125.555,0
1995,7,1,0.729,0.581,5,-8.235,0,0.18,0.0777,3.81E-06,0.696,0.508,74.038,1
2002,10,1,0.882,0.671,2,-5.161,1,0.126,0.171,0,0.0988,0.34,95.018,1
2016,8,0,0.77,0.623,1,-8.561,1,0.0527,0.000308,0.706,0.081,0.961,125.996,0
1995,1,0,0.707,0.776,4,-7.378,0,0.278,0.0195,2.05E-06,0.216,0.379,91.283,1
2012,1,1,0.657,0.599,11,-8.388,0,0.03,0.1,3.06E-06,0.0957,0.531,115.007,1
1993,4,0,0.645,0.544,6,-6.151,1,0.0324,0.673,0,0.175,0.474,83.992,0
1996,10,0,0.734,0.828,10,-11.018,0,0.0318,0.0346,0.118,0.071,0.964,127.06,1
2014,3,0,0.586,0.936,7,-6.605,1,0.549,0.337,0,0.928,0.732,178.068,1
2006,8,0,0.147,0.216,9,-21.884,1,0.0366,0.852,0.977,0.117,0.0935,138.744,0
2006,1,1,0.728,0.582,2,-4.141,1,0.158,0.196,0.000632,0.304,0.417,184.045,1
2008,1,0,0.772,0.605,2,-5.958,0,0.0401,0.562,0,0.147,0.939,101.867,0
2005,12,0,0.629,0.348,10,-14.378,1,0.378,0.719,0,0.292,0.925,69.987,0
2001,1,0,0.648,0.653,8,-8.364,0,0.0814,0.0616,0,0.0821,0.637,80.008,0
2015,9,1,0.707,0.61,10,-9.714,0,0.382,0.0209,2.11E-05,0.124,0.759,88.287,1
2000,1,0,0.714,0.872,1,-6.62,1,0.0693,0.000174,0.168,0.098,0.31,115,0
2006,7,0,0.741,0.717,8,-5.578,0,0.0446,0.016,0.00128,0.0607,0.899,100.012,1
2003,11,0,0.624,0.819,7,-4.623,1,0.0678,0.147,0.0127,0.226,0.621,140.621,0
1992,1,0,0.615,0.467,5,-12.485,0,0.0767,0.262,0.00888,0.945,0.678,111.781,0
2011,10,0,0.808,0.671,8,-6.252,0,0.295,0.21,1.48E-06,0.138,0.836,77.531,0
2006,4,0,0.374,0.997,3,-5.078,1,0.202,0.00087,0.805,0.255,0.036,109.883,0
1999,1,0,0.423,0.48,11,-10.627,0,0.0395,0.867,3.34E-06,0.107,0.511,201.256,0
2009,1,1,0.327,0.588,4,-6.611,1,0.0336,0.0834,0,0.104,0.329,161.074,1
2006,7,0,0.523,0.877,3,-5.088,0,0.0503,0.00294,0,0.59,0.29,131.026,0
2005,10,1,0.736,0.614,0,-6.185,1,0.0249,0.416,0,0.108,0.896,130.967,0
2001,11,0,0.72,0.927,7,-3.972,1,0.0437,0.02,0.00187,0.254,0.882,100.035,1
2008,1,1,0.674,0.863,7,-3.539,1,0.0512,0.279,0,0.132,0.821,123.872,1
2005,5,0,0.635,0.725,8,-7.899,1,0.0337,0.112,0.497,0.0805,0.742,144.008,0
2004,1,1,0.568,0.639,4,-9.267,1,0.0426,0.458,0,0.149,0.864,84.805,0
2003,1,0,0.6,0.816,7,-5.926,1,0.0421,0.0756,0.000172,0.0986,0.659,137.048,0
2008,5,0,0.327,0.995,5,-3.808,1,0.172,0.0076,0,0.902,0.335,136.241,0
1993,3,0,0.717,0.677,4,-12.76,0,0.0662,0.102,0.0794,0.0912,0.267,109.877,0
2005,1,0,0.524,0.516,4,-8.342,0,0.0426,0.238,0,0.119,0.457,155.964,1
2006,8,0,0.541,0.322,10,-10.32,1,0.0328,0.995,0.25,0.154,0.605,85.821,0
1999,5,1,0.854,0.543,8,-6.166,0,0.0844,0.0402,5.73E-05,0.0419,0.868,103.032,1
2000,3,0,0.746,0.954,2,-10.101,1,0.073,2.44E-05,0.864,0.0459,0.12,139.013,0
2005,9,0,0.264,0.312,8,-8.987,1,0.0411,0.116,0.000505,0.138,0.218,184.793,0
2006,9,0,0.498,0.554,5,-10.709,1,0.0307,0.359,1.54E-06,0.0687,0.315,90.187,0
2008,5,0,0.407,0.986,1,-6.494,1,0.286,0.000364,0.275,0.121,0.111,125.317,0
2005,10,0,0.494,0.87,2,-4.33,1,0.0413,0.0707,2.98E-05,0.0798,0.504,146.882,1
2017,9,1,0.755,0.685,1,-8.704,1,0.0853,0.00343,0.00671,0.199,0.109,119.996,0
2009,3,0,0.704,0.918,4,-7.738,0,0.0464,0.386,0.205,0.765,0.889,114.252,0
2000,1,0,0.562,0.451,7,-7.799,1,0.0266,0.419,0,0.104,0.277,132.949,1
2003,1,0,0.78,0.893,1,-4.725,1,0.156,0.0405,0,0.381,0.797,103.037,0
2009,1,1,0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,1
2009,5,0,0.166,0.0371,0,-25.663,1,0.0415,0.741,0.897,0.107,0.0377,129.982,0
1999,2,0,0.723,0.674,7,-7.427,1,0.0297,0.0986,1.83E-05,0.279,0.61,124.9,1
2007,1,0,0.612,0.613,1,-13.796,1,0.0569,0.458,0.823,0.152,0.483,128.646,0
1994,4,0,0.633,0.147,3,-15.592,1,0.146,0.981,0,0.317,0.412,108.175,0
1993,4,0,0.757,0.525,9,-11.261,1,0.0418,0.276,2.23E-05,0.0385,0.843,81.939,0
1995,1,0,0.778,0.762,8,-5.85,1,0.0527,0.245,0,0.0901,0.811,87.005,1
2009,9,1,0.541,0.812,4,-3.764,1,0.0336,0.203,0,0.42,0.607,141.056,1
1997,6,0,0.833,0.431,2,-8.992,1,0.178,0.00195,0.000278,0.124,0.385,87.97,0
2004,9,0,0.68,0.768,5,-5.255,1,0.0466,0.412,0,0.231,0.909,155.951,0
1996,4,0,0.469,0.606,10,-5.684,1,0.0357,0.151,0,0.078,0.53,201.26,0
2002,6,0,0.607,0.76,0,-5.229,1,0.0482,0.0745,0,0.0595,0.805,88.059,1
2016,7,1,0.726,0.799,1,-5.082,0,0.173,0.49,0,0.14,0.867,100.069,1
1991,1,0,0.657,0.608,2,-13.565,1,0.0287,0.0088,3.45E-06,0.103,0.723,106.862,1
2009,3,0,0.0907,0.836,9,-5.414,0,0.0623,1.35E-06,0.955,0.277,0.153,87.5,0
2004,5,0,0.579,0.821,4,-6.55,1,0.0308,0.00243,0.0133,0.127,0.947,125.192,0
1991,3,0,0.83,0.859,7,-9.213,1,0.124,0.000971,0,0.214,0.654,109.321,1
2017,3,0,0.804,0.844,5,-6.372,0,0.0471,0.00794,0.557,0.0418,0.773,139.974,0
2002,1,0,0.312,0.948,1,-5.451,1,0.196,0.000591,8.63E-05,0.2,0.195,109.297,0
1997,8,0,0.756,0.744,1,-6.835,0,0.186,0.011,8.52E-06,0.0497,0.692,168.167,0
2003,1,0,0.877,0.64,11,-2.453,0,0.31,0.253,0,0.0244,0.887,93.961,1
2006,4,0,0.487,0.99,6,-4.048,1,0.0539,3.04E-05,0.0788,0.292,0.328,97.635,0
2007,11,0,0.254,0.799,8,-8.418,1,0.0959,0.0874,0.0126,0.943,0.387,195.006,0
2007,9,0,0.281,0.449,3,-9.173,1,0.0472,0.00129,0.751,0.121,0.105,117.422,0
2002,1,0,0.231,0.108,0,-22.97,0,0.0379,0.677,0.821,0.111,0.0362,85.517,0
2008,7,0,0.755,0.901,9,-3.152,1,0.0893,0.0451,0.0373,0.363,0.959,145.042,1
1991,1,1,0.722,0.758,1,-9.33,1,0.0622,0.00485,0.00246,0.0768,0.645,117.975,1
2010,11,1,0.63,0.757,5,-6.005,1,0.0254,0.00716,0,0.348,0.65,106.885,1
2006,1,0,0.517,0.828,5,-5.076,1,0.0436,0.000199,0,0.73,0.86,150.957,1
2001,1,0,0.692,0.77,7,-1.663,0,0.0356,0.0189,0,0.124,0.863,150.4,0
2000,5,0,0.544,0.659,9,-7.191,1,0.0298,0.427,1.33E-06,0.126,0.361,109.933,1
1992,1,0,0.933,0.666,8,-11.277,1,0.308,0.00458,0,0.0908,0.635,128.466,1
2007,10,0,0.607,0.488,2,-7.632,1,0.0278,0.322,0.0472,0.234,0.488,119.697,0
2007,10,0,0.49,0.983,7,-5.286,1,0.14,2.18E-05,0.907,0.295,0.307,114.012,0
2006,4,0,0.525,0.859,0,-3.686,1,0.0726,0.0159,0,0.117,0.676,168.007,0
1990,1,0,0.623,0.787,4,-8.519,0,0.0356,0.112,0,0.139,0.769,133.91,1
2009,8,0,0.514,0.973,2,-1.992,1,0.0422,0.000221,3.70E-06,0.117,0.871,160.048,0
2005,6,1,0.542,0.272,2,-12.909,1,0.0349,0.94,0.00669,0.11,0.203,125.465,0
2006,6,0,0.553,0.853,8,-3.668,1,0.0339,0.000684,0,0.126,0.506,122.023,1
2010,10,1,0.36,0.362,8,-6.624,1,0.0303,0.845,0,0.0701,0.219,68.789,1
